id	filename	md5	size	state
843d4ae1-f16f-49ea-b2e7-e96e4a89a141	nationwidechildrens.org_clinical.TCGA-95-7948.xml	fc3040e666c3de025bbd4965348b496d	42823	released
bbb34534-52db-43b2-98aa-d60bc2f2624d	NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_A12_914210.grch38.seg.v2.txt	b1938289aa2a452d876aafcd55ebc9b1	31858	released
6d414838-bcd1-4cd6-a61d-a071bd974fd2	8b9bca54-500e-4539-98b9-52f1c2d77cfc.mirbase21.isoforms.quantification.txt	9aa96af3eaced3161e6ae6dd22cca46b	384366	released
29959c10-4204-4913-9098-0cda1386222c	TCGA-49-AARO-11A-01-TS1.C26224AD-B3EC-47B8-9EA8-480A0D4F12F1.svs	3846238adeda5e1d1d42ea645c5222c1	103497447	released
e4f4e8b6-6572-4b0a-9186-1add957220ce	nationwidechildrens.org_biospecimen.TCGA-55-6986.xml	ca4fc2840c3586deb9163c460e69a420	85803	released
dc37d3ba-74d1-48cc-aed0-06f6e655889a	C347.TCGA-49-4506-01A-01D-1265-08.3_gdc_realn.bam	1aa92843bbc31205e5fdde6a1c7b2cc5	13590376939	released
692541d1-7ad4-46d2-ae2d-ace8403fde7b	692541d1-7ad4-46d2-ae2d-ace8403fde7b.vep.vcf.gz	bd5cf6a079b2bcc21d4ee55c0186b81e	198063	released
142f5ea8-3e91-4cf0-94e5-65baca4b5231	TCGA-67-3772-01A-01-TS1.4e9a3c95-59d4-47e7-b88d-32c90db0f038.svs	bcde677917a4581ded33e77a6f54a931	73547095	released
e7a4251a-db2b-475a-9534-8688774cb07c	jhu-usc.edu_LUAD.HumanMethylation450.13.lvl-3.TCGA-55-8620-01A-11D-2398-05.gdc_hg38.txt	c93042ac642e181ad400e1b415288a5a	141265232	released
0da1ba44-19ca-4623-a154-4bde957b221b	0da1ba44-19ca-4623-a154-4bde957b221b.vep.vcf.gz	2dfe329ce01af78980b47613706db78c	233023	released
87834196-6777-4835-a80d-83c552e422dc	87834196-6777-4835-a80d-83c552e422dc.vep.vcf.gz	a7b52499e9d05963fa96271404d0ef7f	415630	released
3882c8a5-8a3d-4ce8-bef3-8d0cad42d922	3882c8a5-8a3d-4ce8-bef3-8d0cad42d922.vep.vcf.gz	ff4a75b1d6aed286a84b09ad5c6a4bac	170112	released
98a3035b-0bf6-4c50-b184-5becfef43fff	96a02b1f-421c-40ee-8551-2b2f18709bcf.FPKM.txt.gz	d547458d53eb573613be302c281f3473	510840	released
c5cf8fa7-eb1f-40df-a499-7693faf930f5	a7ac2239-f60b-40a2-b931-5aa9b3adc8d8.FPKM.txt.gz	82d3149f9326f17eaad7f7c5c7cac978	546464	released
97695ee7-b0dd-4d72-b69f-d1007f67797c	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_C06_680404.grch38.seg.v2.txt	54d26e4e30197015dd905d68b8b8bf0a	22486	released
6923199c-14f5-4917-b2ca-7f7c6d48ea33	6923199c-14f5-4917-b2ca-7f7c6d48ea33.vep.vcf.gz	8bbe2e63adb371fdaeffc984cfb198df	169553	released
ea0450b2-f8a2-4f24-91bf-ed72085b7f35	ea0450b2-f8a2-4f24-91bf-ed72085b7f35.vcf.gz	0f62fd17a3dd3033428eeed5d20a30ea	46989	released
6ce82640-8a53-4a49-98a2-9c5e3d3159e6	6ce82640-8a53-4a49-98a2-9c5e3d3159e6.vep.vcf.gz	a160bff517c45ba908a421812fe8c251	341926	released
e80774b9-7766-44e1-8a08-abe7d9c82fbb	e80774b9-7766-44e1-8a08-abe7d9c82fbb.vep.vcf.gz	26fa45638902faed6ef8294c3a9ed836	1149067	released
6c83cb7e-2af5-4241-8afd-ba1bf71f73e1	4741c9f3-fed1-46ca-836b-264bdb905e89_gdc_realn_rehead.bam	12fcb8babc593199deb0ca37b6a0a5d0	5646228603	released
c03382b4-0658-4729-922b-5df4d5764659	c03382b4-0658-4729-922b-5df4d5764659.vep.vcf.gz	a3fcd95dede1331ee5212bf1b8269643	166304	released
afa76cf7-3951-40ef-96b9-b0b3bc051acd	nationwidechildrens.org_biospecimen.TCGA-05-4396.xml	9507cbfa2d35afa7584254ab875ba8fb	74217	released
f4bba7a0-b37c-4894-b7d9-4f0107c74466	jhu-usc.edu_LUAD.HumanMethylation27.3.lvl-3.TCGA-05-4250-01A-01D-1104-05.gdc_hg38.txt	773326cdd966ca94f8b48abd92dee481	9950742	released
cc847ea3-4412-4180-9a1b-5bba008f3119	jhu-usc.edu_LUAD.HumanMethylation450.4.lvl-3.TCGA-49-4514-01A-21D-1856-05.gdc_hg38.txt	4f41599a403fc7c6d8bf3fe9589c0ab0	141254889	released
96aabb18-339b-4b12-850a-2aaa34a62bed	TCGA-44-8120-01A-11H-2240-13_mirna_gdc_realn.bam	c218295f66b104b3307a3ef362f779f9	231218837	released
09806c3d-d98b-49d1-9a0f-68166fdfc2b7	09806c3d-d98b-49d1-9a0f-68166fdfc2b7.vep.vcf.gz	453a39ccbecd1e3a4c29c7568e9d3c6d	873762	released
170de3f9-f7dc-4396-95ed-ac228be33290	TCGA-LUAD.b9165bdb-2ff7-4e45-ad54-695f870ca9f4.gene_level_copy_number.tsv	8b496c126e04de8066c33e1e3a145f90	3482307	released
0ee9a8f5-962a-4d9d-8716-06d62b13d878	2c2df194-4ed9-4b96-9b19-3b7988bd6d81.FPKM-UQ.txt.gz	cdc6592a1370c40da8ef794b17e99a41	553526	released
c3de5df5-9589-4fa8-af71-8ec82cfcd721	0a18b687-11be-427b-82a9-b11d80b0ea3d_gdc_realn_rehead.bam	a10fb87d4c1a748b39ba0b5840babbab	9285274350	released
37bc30c8-2fe5-4855-a4b6-1806345acfaa	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_H05_1376808.nocnv_grch38.seg.v2.txt	b49d1b4a6c756458b3fbe13ddd4e9446	32104	released
22764981-a92a-48b1-b37b-bce340e69f4d	IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_B06_808392.grch38.seg.v2.txt	4dcf5ac7f45cbc203bf7e763d66f1225	23899	released
65aac402-459b-407d-867c-d8876c6df495	80c84645-5441-4a13-9b44-c5d6b4909d93_gdc_realn_rehead.bam	253ea0d650a89065909d7aa7242eb674	4661649103	released
bdff34ce-f6cf-4906-a027-1533e1f3711a	3e2478c8-d006-4546-9a5f-a9e6489d2f1a.mirbase21.mirnas.quantification.txt	1b5e34ff3a1d3774d1758b8862891669	50074	released
984a81ef-66c2-4f66-bdf0-cb5857d96f1f	984a81ef-66c2-4f66-bdf0-cb5857d96f1f.vcf.gz	371252ab54674512c2c8ed6c1d3606ef	161029	released
7757cd81-4148-4622-8ba8-201955c0e2b5	IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_C10_808372.nocnv_grch38.seg.v2.txt	770d015aaee5d315194a7d33ec96fbec	17123	released
67725efb-f2f9-48c6-aab1-87e13b07f62e	bf0af5cc-bc1c-4d6f-bd02-b47e61d98340_gdc_realn_rehead.bam	62ee9e2bf61939d99edab0006708301b	4108268413	released
a88ac096-59d4-4402-a44c-6a4ba674d632	a88ac096-59d4-4402-a44c-6a4ba674d632.vcf.gz	811b05ecd3643d51d9a0885323766309	49081	released
0f9adffe-b7d9-4695-80c0-c6aca316a469	nationwidechildrens.org_biospecimen.TCGA-49-AARR.xml	d961f4ef12734fb08607685d561d13f3	48971	released
20f5a11a-851f-467c-a1b1-113a3e7a6a55	TCGA-05-4245-01A-01-TS1.bf71c76b-e802-4a7a-b6c3-c5f46212fab0.svs	a6497984f1b233e8154932707bdb4d73	69880447	released
d199013b-ac6b-443f-99bf-5043143d12e7	GLYPH_p_TCGA_135_141_166_SNP_N_GenomeWideSNP_6_B05_902910.nocnv_grch38.seg.v2.txt	a0cd2030fc0336c958d9350bd01ba7da	5292	released
8bcd7c31-a60e-47e6-a57a-6c7785f5163e	e9889edc-cfbf-4213-9629-fde30511bd63.FPKM.txt.gz	63cd8fe1975aec524d86db34bf2f4052	542327	released
54c1114f-dac1-465c-a9dc-d9fb1994ab3d	dfc2507b-2fab-4a95-8a7f-7b1115d877ef.mirbase21.isoforms.quantification.txt	af079671ec566f783ae051db5f194dff	216665	released
0b07d5a5-6999-4b28-9081-9afceffe4cc5	0b07d5a5-6999-4b28-9081-9afceffe4cc5.vcf.gz	d938a463e78cea11c5a3ad8614168e20	187379	released
f62d832e-18f8-4bfa-aaa8-66bb7903c3e5	46729ec7-ce1c-4595-bba7-fe0c53de8bd2.mirbase21.isoforms.quantification.txt	dcd35eb0ed2dc91c12e03d8bd4983bdb	431880	released
ee826713-bda3-47d5-91d5-119c4a04faf1	b30ff193-2e02-443a-9a87-7ab4027bccaf.FPKM.txt.gz	0ffa2c3d636ded3320b30a2532e92139	512463	released
0e7244bb-5f69-465d-98c8-34adb519489d	5184a284-2486-4c21-acdd-b52e3b3d014f_gdc_realn_rehead.bam	0ebe17861e9e727903f02c0bb51452e4	6196287324	released
7b56d88f-71aa-4560-88e2-ebe853066a5c	a42e9cd8-1566-4912-9982-fe423d9bbbf5.mirbase21.mirnas.quantification.txt	14b82c1ee3d8acf65e5ab639410ce80e	50467	released
0761e173-7d11-4646-984d-9a184c1778ff	TCGA-53-7626-01A-12D-A46H-10_wgs_Illumina_gdc_realn.bam	6ba292de0c4a6c24113bd0f9b883f03a	389177028335	released
2f9ce28a-37ec-44f7-b398-a9dc4923d439	jhu-usc.edu_LUAD.HumanMethylation27.4.lvl-3.TCGA-05-4426-01A-01D-1205-05.gdc_hg38.txt	bfdbdeb4e48856137c3ce4dbf5772318	9951984	released
ca8eae30-4b56-49c6-932c-27b673190c87	6476b6b8-7e7e-44ac-9869-c93b654458a5.htseq.counts.gz	509591c225f365c8d55a67f81738c2e3	250321	released
2333b217-e49b-41fd-bbb0-730a42322fe9	TCGA-49-6744-01Z-00-DX4.a3d7995d-399f-4c53-aab8-adc4ea4dbfa8.svs	89e33a8bbf46400cbbcc95ce368ad1b9	862290525	released
1882cc96-fa03-484c-8efe-24a26189a645	1882cc96-fa03-484c-8efe-24a26189a645.vcf.gz	a2d1cd7cef388283c4ec7c7c9e2b2385	91941	released
9b825ad2-a8d5-426d-b9bc-e40dac9340bb	nationwidechildrens.org_biospecimen.TCGA-49-AARE.xml	a6daa6839be8bf4fbdf3a79fa39b6ca3	48973	released
76f2408b-5136-481b-aa15-a9b387126fd4	76f2408b-5136-481b-aa15-a9b387126fd4.vcf.gz	167f7a94ef1f231e546d568f70c6b529	40071	released
67aa03b9-dc43-4bb0-bd3f-fc8fbb13fb74	TCGA-L9-A5IP-01A-21H-A39B-13_mirna_gdc_realn.bam	61ec52bfeb33417b50cd33d7a26e5a58	120675955	released
7aea099f-b4bc-48c0-be2f-6f5bf5aeb244	7a490321-6070-4c3e-827f-2cecef3fc499.FPKM.txt.gz	a4decbd117bd23042d6fb3b2500306cb	520773	released
11df2d65-21ed-43ec-8895-547d1293eb1c	OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_D03_831212.nocnv_grch38.seg.v2.txt	01bbc54ca8ea597b70b2a3c4850bfdc1	4017	released
740bdfe2-370a-474e-8290-2bbbd39e3d58	NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_A12_914210.nocnv_grch38.seg.v2.txt	98bdb8799063712be775b2c984f88e38	3610	released
0fc0dd40-c907-4364-b9f3-91f93c7b92db	nationwidechildrens.org_clinical.TCGA-91-7771.xml	2e681780ace9937108d342aedd6e2f52	46231	released
d7bf765c-55bb-4051-b327-46494c54f589	d7bf765c-55bb-4051-b327-46494c54f589.vcf	311610ce87768721ae24e988b67e6f7d	230321	released
43e1ea9c-a4ab-4541-b36e-30530f874f3e	43e1ea9c-a4ab-4541-b36e-30530f874f3e.vcf	84f6a4f5edd358456cce41e92278bc65	255596	released
3ba1f349-4949-4031-ac80-2fc1830b2825	OCULI_p_TCGA_159_160_SNP_N_GenomeWideSNP_6_B11_831232.nocnv_grch38.seg.v2.txt	1f2d744f1e68d89cfda8ec6ff6e9439b	4022	released
f5cbece4-ef6e-4c40-a7bf-a82b4ca2d026	cc296619-683f-4339-ab1f-51d567fc678a.htseq.counts.gz	0d07b15865f730a15c8ba998f4dcfaac	248539	released
eb4adb41-ae6e-4766-a74f-adc5364a21eb	PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_H03_1148052.nocnv_grch38.seg.v2.txt	7eb120e053d8cf47a0e7282ce1b05e37	4268	released
c54cb4e6-0598-44f5-ba8f-77a05021223e	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_H08_1376980.nocnv_grch38.seg.v2.txt	95105e7d3308291fab22b76cdbde04ad	7661	released
8cd4ff7b-afee-4646-97dc-cb38654714b3	8cd4ff7b-afee-4646-97dc-cb38654714b3.vcf	6aa7832bd8998a40839d2afb3f144d12	243219	released
3b1b5475-eec8-48b3-8a63-4d9ea20bfa25	TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_C09_809060.nocnv_grch38.seg.v2.txt	d7da58d42009bae3d0e87571b2ed133d	3317	released
055f3d66-ee7f-45c1-83c3-6e50caea7f77	TCGA-05-5425-01A-02T-1627-13_mirna_gdc_realn.bam	4b23e74fbbad76c64559c2d40ef6bd30	151819499	released
1d56ae2e-5505-46d7-b924-deb7390b14cb	368ddefd-8538-426b-9015-a3c7f3bb7850_gdc_realn_rehead.bam	0ca3799871dea548d4fdf4002de37b4a	11222348821	released
203abe6e-4ace-4585-8be9-e0875c0ad8b5	TCGA-LUAD.7d8a2a65-b282-4789-9f9a-b7d599aa2562.ascat2.allelic_specific.seg.txt	9023e24cb87a4a15805f0e8b65f925a9	12523	released
432fadd8-a392-4ed8-98e2-6a88b0de0a27	C347.TCGA-17-Z021-11A-01W-0746-08.4_gdc_realn.bam	e5c8797f25148c856d670545da4a2aa4	48580538244	released
a062e1ac-193c-4734-9a68-ed8e11ed9541	ce84840f-f5c3-4e67-baf6-c574cf585169.FPKM.txt.gz	542dea98f5f7991fa2906582cdfa9f09	483744	released
4742a5b4-601f-404c-b5c3-915d4f1389a3	TCGA-86-8074-01A-11H-2240-13_mirna_gdc_realn.bam	d603f98a03475233645acd87de4848e1	205597158	released
0d443140-d0b1-4302-81cd-d3ca240f2004	5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM.txt.gz	418920a5460fc5dd900547cd974527a4	526012	released
5d2b6677-3d95-41d8-ad73-a4eaa14350dd	jhu-usc.edu_LUAD.HumanMethylation27.1.lvl-3.TCGA-17-Z027-01A-01D-0752-05.gdc_hg38.txt	1b0da5e62c4073af69a86a17394db23c	9949402	released
dcafab00-3edc-4961-9b5a-59003b82cda3	dcafab00-3edc-4961-9b5a-59003b82cda3.vcf	c52df4eaf0d5bd5c34263e1ba213db58	269881	released
43568d29-17d4-4506-a608-b7e23dfbf5de	43568d29-17d4-4506-a608-b7e23dfbf5de.vcf.gz	ad66b009f668e944240c1184967f9dc8	451641	released
84a33206-4b82-4beb-9372-b7bb0289c1cf	SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_D01_1244608.nocnv_grch38.seg.v2.txt	1f95bfb87eb621334f4b1228458ead1e	4183	released
76d60b19-2785-4acd-80a5-d80bca6153e7	TCGA-49-6742-01A-01-TS1.dbb98992-3944-49bd-a35e-45e86ca8b761.svs	460f745629e8cfcd67475b4f88425567	164759365	released
d091cba5-ba0f-47b3-b1ea-98ab8c6d3927	TCGA-LUAD.a4c5477c-3843-4230-8423-0bf5e8bd202c.ascat2.allelic_specific.seg.txt	34f156096c8027a073d2098341f150d9	7661	released
8c86be02-ba75-41a3-a579-7e3d5031ef13	3fbe693e-0d6c-4866-8b4d-2e9738c93e8d.FPKM-UQ.txt.gz	5aa775da2e72b14b1b331b68059d43f8	504380	released
dfdffe11-4cac-4adf-ae03-7933e7678b47	eb6e3d9d-f56c-4bb2-956d-a287cba27771_wgs_gdc_realn.bam	35ed5f916404cf2e519b0eab4f17d74a	378641662218	released
94bac846-5f8b-4370-8140-adc0e51e96d9	C509.TCGA-97-A4M7-10A-01D-A24P-08.3_gdc_realn.bam	c944f725a1cc58a9ed1cabca20d41a2b	10989555118	released
1cc555b4-0e1d-43dc-803f-844db4dd0425	C347.TCGA-05-4418-10A-01D-1265-08.3_gdc_realn.bam	58c45bb8aee56549ca3d3c160d4be316	15147442387	released
a67c9cef-52d1-47c5-8c9b-bd5ec9cc451f	09572b33-5517-462d-9a46-ec3d9b11b59b.FPKM.txt.gz	8afdf687db5d589e05939b8df3a34153	520598	released
15d0bb22-549f-41f1-8e24-f7b9eb016d42	TCGA-86-8359-01A-11H-2325-13_mirna_gdc_realn.bam	d9fe88f83d66c52843c64004f1ba42ed	247899050	released
5b16758b-5e73-4891-886d-831377e65ed3	2b700f8b-a316-431b-be6f-acc169fb8245.mirbase21.mirnas.quantification.txt	6eafa7bbc28fd75c8236b01d694a9277	50198	released
ddf617f2-c391-4478-b1d0-c1fcc9793bcb	TCGA-53-A4EZ-01A-01-TSA.8947DF62-4243-4F5A-8DE0-23A725AC9124.svs	b15307d9e2f7de347114897c93d5f876	233068531	released
224ecba4-13b9-4019-8910-7dd1ed0dc749	97f3c6a3-a3b8-4f59-9242-8845fa1c90a8.htseq.counts.gz	0fde80a497130669a7b6f8c76bbaffe6	255515	released
bbad6c5e-844f-4b33-860a-5712947ec68c	C347.TCGA-67-3771-10A-01D-1040-01.1_gdc_realn.bam	7f3248daa0ce61d40b3946e2b83238c1	21874853539	released
f886f304-7056-4af4-8ccf-60c832b9fed6	TCGA-73-4668-01Z-00-DX1.3470b27e-210f-4ff3-9dde-69aa85faa9ee.svs	c2e48fe6ad200b39ebcc1e690dfdc929	924453539	released
4a4c4da6-a1b7-4758-9c05-75afb27f81a5	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_A09_680318.nocnv_grch38.seg.v2.txt	7e1ad199e61137f53566fd140070606f	4844	released
d3c1d968-62cd-4ec1-a412-933b491b7973	22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.FPKM-UQ.txt.gz	76477ee7dc7e2c76d518a78dc2c441fb	546481	released
e57e6a21-9583-4ac4-8190-ccabea34d7f1	SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_C03_1244554.nocnv_grch38.seg.v2.txt	9488cef4c3addaefc9c7b1a58ddda8a3	19158	released
096e538f-8902-4343-b78f-16b4d737e89c	a7d6c6ab-c4c7-4d51-8aa6-5adb24f71754.FPKM.txt.gz	32c80356bb740668ec19b7fdffe53d39	527810	released
aeb9f084-0920-4e4f-a3bf-7bda7cacd645	aeb9f084-0920-4e4f-a3bf-7bda7cacd645.vcf.gz	8fbdea4923aae11ebc16f833680e3ec0	38643	released
35615c64-79da-4b5f-8004-7ed7f4491d38	NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_C05_914322.grch38.seg.v2.txt	5df7646442372cf408be3fea0c43e8cc	29308	released
b1613e26-def6-4a33-aab3-1d0cd34721d0	b1613e26-def6-4a33-aab3-1d0cd34721d0.vcf.gz	3ade3604fbb9e95574162e1c93a8ab08	167706	released
4d166dc1-e361-4f12-bf38-cc85412e0e5a	4d166dc1-e361-4f12-bf38-cc85412e0e5a.vep.vcf.gz	c6d3677acdb76850384c2dfd0d379e61	375520	released
7f8480ee-43e6-4d96-9b26-5e8f85a73692	944c109e-c6eb-4073-bac9-541585602d59.FPKM-UQ.txt.gz	552eac672d810d109e56e36e45fe0272	542020	released
f8e0a3b7-ccbc-4465-a514-a47080322b29	nationwidechildrens.org_ssf.TCGA-38-4627.xml	f64f6116e05b15edb0bf3e5ddec07274	19117	released
ce62eb1c-d5b4-4d18-a8e5-720a44169eae	ce62eb1c-d5b4-4d18-a8e5-720a44169eae.vep.vcf.gz	9f74b75a3bd5b25ce64f2c6ee81df8ca	282970	released
df7fa68c-6769-4dd8-9eae-2c8ae6633a6d	df7fa68c-6769-4dd8-9eae-2c8ae6633a6d.vep.vcf.gz	aee73ceaf5e4834e0feb6966191cd56d	267718	released
e7074756-7fb3-4a1a-8610-5623ab8d219b	TCGA-LUAD.7f560af0-720e-4316-b902-bab72e6b53a5.ascat2.allelic_specific.seg.txt	0cec205adb0ac5db4d4ac2cc327a1c6d	21291	released
f449ebcc-7511-4bdf-a084-24d77df218ac	ef34e0ee-46f0-4a81-b800-dd50cc2266a1.FPKM-UQ.txt.gz	4b2556d6cc6375187fc4f83438806bd9	521428	released
4861bbb1-1547-4546-9ab5-f6a3ab8b6e57	4861bbb1-1547-4546-9ab5-f6a3ab8b6e57.vcf	c39eadfb04949969dfc35cb7bda7369f	272146	released
c58f3a0e-6874-45aa-a358-bcbc5743eef9	PALLS_p_TCGASNP_213_N_GenomeWideSNP_6_E02_1148146.nocnv_grch38.seg.v2.txt	f850911d8a393ceaeb3e1df483fb95d7	5661	released
761ffad5-9e5f-4f28-a6fd-1875616ffbaf	fcbdf83c-a4a2-4af4-ab23-8d7371516786_gdc_realn_rehead.bam	0e1d6fcb78ed6e294abdcee98995ef57	12439393234	released
ecdaa52a-b557-4912-807b-ff4f1ad5e25c	ecdaa52a-b557-4912-807b-ff4f1ad5e25c.vep.vcf.gz	1ab77d92f056da192891f92d51966c9b	8030132	released
036fbeb6-114a-4c5f-bc9b-d5317d4aef0f	ae3d90f2-e69b-4711-8e09-368c732cdc23.FPKM-UQ.txt.gz	2c9b9fe7fa644cf5d0019b09fb6940a7	491052	released
954dd8a7-7332-407f-b2eb-09714f4f8f1c	954dd8a7-7332-407f-b2eb-09714f4f8f1c.vep.vcf.gz	9ae7f00cc62ef467a65cdc64b2372ea0	509978	released
c4746287-a674-408c-99f6-ff7192fabdf7	TCGA-55-7728-01A-01-TS1.0f0a305d-d0bf-42c4-9dc2-fc187a9c0ed7.svs	764852d4826b9c6c521e1e708c33fa3b	140121981	released
2abc449e-8cf6-4da6-8ca6-7c01e2b68d2d	LOOBY_p_TCGAb58_SNP_N_GenomeWideSNP_6_F09_680222.nocnv_grch38.seg.v2.txt	99885614894d87204b6f5add3d021cc9	26332	released
5554204c-870d-4531-a2fc-756e80448d8a	5554204c-870d-4531-a2fc-756e80448d8a.vep.vcf.gz	df2fcb1adfcc84bf6c8b7da24f8327d7	2169113	released
0394f36a-f54b-41bc-9fb5-f7eb5b08d639	e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	028884d633dd522ddfa3b09ffe8bfe17	511988	released
d4c56f91-49bc-440f-a3f9-b92be2aa56cf	TCGA-LUAD.48993fce-339c-4ec2-a353-22e0e499d4a4.ascat2.allelic_specific.seg.txt	618b25fe0dd16f088cf55eb2ffeaf616	5382	released
762d5fde-4f38-4504-bb09-518df04fff13	TCGA-49-6767-01A-01-TS1.a37e2710-4f87-40d1-8601-19fbeb5a1f03.svs	7c3c65ce4da70326c8d03825a8720926	107576253	released
5499afc7-e9a4-4a6e-9d62-47a096de2189	C509.TCGA-55-7576-11A-01D-2063-08.2_gdc_realn.bam	25538efe5e9d302fc09c1087e6188b89	12304387627	released
f47ec950-df09-48a7-bea6-c050b38e8116	f47ec950-df09-48a7-bea6-c050b38e8116.vcf.gz	ed57dfeb53f5c841e9c08b33deb7226f	327941	released
b699db73-b23a-4979-ae65-d3ddb250a05a	TCGA-50-5051-01A-02-BS2.1bdbee1f-f24b-4a65-afb2-3e80e81ff462.svs	d050e840e75da5129a3d496ecf25ed27	51014857	released
8f635cb5-2f57-43ac-a907-c1afaa8a33cb	8f635cb5-2f57-43ac-a907-c1afaa8a33cb.vcf.gz	2a3b27366219480b3085fa3522f83741	172024	released
4051b490-b17f-440c-87b6-3e66364660e2	4051b490-b17f-440c-87b6-3e66364660e2.vcf.gz	6a330b5923307b323b55c896002e8d20	246477	released
7a51170c-a883-47eb-888b-f4fdd61f97a8	7a51170c-a883-47eb-888b-f4fdd61f97a8.vcf	5a58a31f93304606e18080daa2a8438d	218862	released
bd8a1d5b-7979-4aec-bbd6-47065bfd6a5d	nationwidechildrens.org_clinical.TCGA-86-7954.xml	96ffeab7acfe3838cdecacaf31319a78	46720	released
1a19bdab-24e4-44f8-b2c2-a0bebd575d74	TAROK_p_TCGA_264_N_GenomeWideSNP_6_F02_1306600.grch38.seg.v2.txt	855e0b096e66a5770649d605bd992624	34338	released
7bc55df5-4e8f-4313-a8a4-021d1b3deb61	C509.TCGA-55-5899-10A-01D-1625-08.1_gdc_realn.bam	e55dd2b7e9bfc76045238c788879129d	8204864246	released
0a923103-0cf4-49c7-8ee8-85a812bc8933	0a923103-0cf4-49c7-8ee8-85a812bc8933.vep.vcf.gz	af25f2786293c6e76aee4d7e7e61204c	312511	released
3a8a5a77-f49e-496a-bb18-e9c253783685	3a8a5a77-f49e-496a-bb18-e9c253783685.vep.vcf.gz	7f911a3c4a5bb698fe775e5e944c2cee	317798	released
5708c5d0-5908-44f0-b8cd-699a5a7ff7c2	nationwidechildrens.org_clinical.TCGA-55-8507.xml	f6087d94e301658fbb2c991d9aa17c44	35215	released
f41bf7af-542f-45ef-b938-abc290e21186	2d0ce6d3-9a09-46ba-9c91-bd4f3764e490.FPKM-UQ.txt.gz	c247523346223155d5863c0a8732e0d6	500805	released
07bbc2e0-c3be-41fd-b6e1-07c0f42bef31	6363e940-3a9d-49f3-adb0-e084be80d95d.FPKM.txt.gz	01c17928321c5bc03b109e7762c4d491	496072	released
